artist_name,title,format,award_month,award_day,award_year,award_type,type
Rickie Lee Jones,Flying Cowboys,Album ,September,18,1997,Gold,Standard
Rickie Lee Jones,Pirates ,Album,September,30,1981,Gold,Standard
Rickie Lee Jones,Rickie Lee Jones,Album,May,22,1979,Gold,Standard
Rickie Lee Jones,Rickie Lee Jones,Album,August,7,1979,Platinum,Standard
Christopher Cross,Christopher Cross,Album,August,17,1980,5x Platinum,Standard
Christopher Cross,Christopher Cross,Album,October,22,1980,4x Platinum,Standard
Christopher Cross,Christopher Cross,Album,August,19,1980,Platinum,Standard
Christopher Cross,Christopher Cross,Album,May,6,1980,Gold,Standard
Christopher Cross,Another Page,Album,March,29,1993,Gold,Standard
Christopher Cross,Arthur’s Theme (The Best You Can Do),Single,January,7,1982,Gold,Standard
Sheena Easton ,"Duets (with Kim Karnes, Dottie West Sheena Easton)",Album,August,27,1997,Platinum,Standard
Sheena Easton ***,"Duets (with Kim Karnes, Dottie West Sheena Easton)",Album,August,27,1997,Gold,Standard
Sheena Easton ,The Lover In Me,Album,April,20,1989,Gold,Standard
Sheena Easton ,Do You,Album,December,30,1985,Gold,Standard
Sheena Easton ,A Private Heaven,Album,March,15,1985,Platinum,Standard
Sheena Easton ,A Private Heaven,Album,November,21,1984,Gold,Standard
Sheena Easton ,You Could Have Been With Me,Album,October,1,1984,Gold,Standard
Sheena Easton ,Sheena Easton,Album,October,12,1981,Gold,Standard
Sheena Easton ,Morning Train ,Single,May,8,1981,Gold,Standard
Men At Work,Down Under,Single,September,25,2001,Platinum,Standard
Men At Work,Down Under,Single,February,25,1983,Gold,Standard
Men At Work,Cargo,Album,November,21,1994,3x Platinum,Standard
Men At Work,Cargo,Album,October,19,1984,2x Platinum,Standard
Men At Work,Cargo,Album,June,20,1983,Platinum,Standard
Men At Work,Cargo,Album,June,20,1983,Gold,Standard
Men At Work,Business As Usual,Album,October,21,1994,6x Platinum,Standard
Men At Work,Business As Usual,Album,April,29,1991,5x Platinum,Standard
Men At Work,Business As Usual,Album,October,19,1984,4x Platinum,Standard
Men At Work,Business As Usual,Album,November,22,1982,Platinum,Standard
Men At Work,Business As Usual,Album,October,22,1982,Gold,Standard
Men At Work,Two Hearts,Album,September,11,1985,Gold,Standard
Cyndi Lauper,All Through The NIght,Single,October,13,2023,Gold,Digital
Cyndi Lauper,Girls Just Want To Have Fun,Single,October,13,2023,6x Platinum,Standard
Cyndi Lauper,Girls Just Want To Have Fun,Single,April,17,1989,Platinum,Standard
Cyndi Lauper,Girls Just Want To Have Fun,Single,April,2,1984,Gold,Standard
Cyndi Lauper,She’s So Unusual,Album,October,13,2023,7x Platinum,Standard
Cyndi Lauper,She’s So Unusual,Album,February,28,1997,6x Platinum,Standard
Cyndi Lauper,She’s So Unusual,Album,December,4,1991,5x Platinum,Standard
Cyndi Lauper,She’s So Unusual,Album,March,12,1985,4x Platinum,Standard
Cyndi Lauper,She’s So Unusual,Album,October,30,1984,2x Platinum,Standard
Cyndi Lauper,She’s So Unusual,Album,May,7,1984,Platinum,Standard
Cyndi Lauper,She’s So Unusual,Album,March,26,1984,Gold,Standard
Cyndi Lauper,Time After Time,Single,October,13,2023,5x Platinum,Digital
Cyndi Lauper,Time After Time,Single,October,13,2023,Gold,Digital
Cyndi Lauper,True Colors,Single,October,14,2021,Platinum,Digital
Cyndi Lauper,True Colors,Single,October,14,2021,Gold,Digital
Cyndi Lauper,Girls Just Want To Have Fun,Single,June,15,2007,Platinum,Mastertone
Cyndi Lauper,Girls Just Want To Have Fun,Single,June,14,2006,Gold,Mastertone
Cyndi Lauper,Time After Time,Single,October,27,2005,Gold,Digital
Cyndi Lauper,Live At Last,Video Longform,October,11,2005,Gold,Standard
Cyndi Lauper,12 Deadly Sins,Album,February,28,1997,Gold,Standard
Cyndi Lauper,True Colors,Album,November,14,1994,2x Platinum,Standard
Cyndi Lauper,True Colors,Album,November,24,1986,Platinum,Standard
Cyndi Lauper,True Colors,Album,November,12,1986,Gold,Standard
Cyndi Lauper,She Bop,Single,April,17,1989,Gold,Standard
Sade,Soldier of Love,Album,March,15,2010,Platinum,Standard
Sade,Soldier of Love,Album,March,15,2010,Gold,Standard
Sade,Lovers Live,Video Longform,January,30,2003,Platinum,Standard
Sade,Lovers Live,Video Longform,January,30,2003,Gold,Standard
Sade,Live in Concert,Video Longform,December,6,2002,2x Platinum,Standard
Sade,Live in Concert,Video Longform,September,13,2001,Platinum,Standard
Sade,Live in Concert,Video Longform,February,14,1996,Gold,Standard
Sade,Lovers Live,Album,March,7,2002,Gold,Standard
Sade,"Life, Promise, Pride, Love",Video Longform,September,13,2001,Platinum,Standard
Sade,"Life, Promise, Pride, Love",Video Longform,November,8,1996,Gold,Standard
Sade,Lovers Rock,Album,July,18,2001,3x Platinum,Standard
Sade,Lovers Rock,Album,December,14,2000,2x Platinum,Standard
Sade,Lovers Rock,Album,December,14,2000,Platinum,Standard
Sade,Lovers Rock,Album,December,14,2000,Gold,Standard
Sade,Best of Sade,Album,April,1,1999,4x Platinum,Standard
Sade,Best of Sade,Album,June,20,1997,3x Platinum,Standard
Sade,Best of Sade,Album,August,22,1995,2x Platinum,Standard
Sade,Best of Sade,Album,January,13,1995,Platinum,Standard
Sade,Best of Sade,Album,January,13,1995,Gold,Standard
Sade,Promise,Album,July,23,1997,4x Platinum,Standard
Sade,Promise,Album,December,4,1991,3x Platinum,Standard
Sade,Promise,Album,March,12,1986,2x Platinum,Standard
Sade,Promise,Album,January,27,1986,Platinum,Standard
Sade,Promise,Album,January,27,1986,Gold,Standard
Sade,Diamond Life,Album,February,2,1995,4x Platinum,Standard
Sade,Diamond Life,Album,March,22,1994,3x Platinum,Standard
Sade,Diamond Life,Album,December,4,1991,2x Platinum,Standard
Sade,Diamond Life,Album,May,6,1985,Platinum,Standard
Sade,Diamond Life,Album,May,6,1985,Gold,Standard
Sade,Love Deluxe,Album,November,9,1994,4x Platinum,Standard
Sade,Love Deluxe,Album,January,6,1994,3x Platinum,Standard
Sade,Love Deluxe,Album,May,26,1993,2x Platinum,Standard
Sade,Love Deluxe,Album,January,15,1993,Platinum,Standard
Sade,Love Deluxe,Album,January,15,1993,Gold,Standard
Sade,Stronger Than Pride,Album,November,9,1994,3x Platinum,Standard
Sade,Stronger Than Pride,Album,December,4,1991,2x Platinum,Standard
Sade,Stronger Than Pride,Album,August,5,1988,Platinum,Standard
Sade,Stronger Than Pride,Album,August,5,1988,Gold,Standard
Sade,Diamond Life Video,Video Longform,July,29,1986,Gold,Standard
Bruce Hornsby & The Range,The Way It Is,Album,March,13,1991,3x Platinum,Standard
Bruce Hornsby & The Range,The Way It Is,Album,April,8,1987,2x Platinum,Standard
Bruce Hornsby & The Range,The Way It Is,Album,December,9,1986,Platinum,Standard
Bruce Hornsby & The Range,The Way It Is,Album,November,12,1986,Gold,Standard
Bruce Hornsby & The Range,A Night On The Town,Album,August,20,1990,Gold,Standard
Bruce Hornsby & The Range,Scenes From The Southside,Album,July,6,1988,Platinum,Standard
Bruce Hornsby & The Range,Scenes From The Southside,Album,July,6,1988,Gold,Standard
Jody Watley,Video Classics,Video Longform,March,9,1990,Gold,Standard
Jody Watley,Real Love,Single,August,23,1989,Gold,Standard
Jody Watley,Larger Than Life,Album,May,26,1989,Gold,Standard
Jody Watley,Jody Watley,Album ,December,7,1987,Platinum,Standard
Jody Watley,Jody Watley,Album ,April,24,1987,Gold,Standard
Tracy Chapman,Matters of the Heart,Album,November,15,2001,Gold,Standard
Tracy Chapman,New Beginning,Album,November,15,2001,5x Platinum,Standard
Tracy Chapman,New Beginning,Album,August,27,1996,3x Platinum,Standard
Tracy Chapman,New Beginning,Album,July,9,1996,2x Platinum,Standard
Tracy Chapman,New Beginning,Album,May,3,1996,Platinum,Standard
Tracy Chapman,New Beginning,Album,March,22,1996,Gold,Standard
Tracy Chapman,Tracy Chapman,Album,November,15,2001,6x Platinum,Standard
Tracy Chapman,Tracy Chapman,Album,August,19,1996,4x Platinum,Standard
Tracy Chapman,Tracy Chapman,Album,March,29,1989,3x Platinum,Standard
Tracy Chapman,Tracy Chapman,Album,September,27,1988,2x Platinum,Standard
Tracy Chapman,Tracy Chapman,Album,July,27,1988,Platinum,Standard
Tracy Chapman,Tracy Chapman,Album,June,22,1988,Gold,Standard
Tracy Chapman,Telling Stories,Album,May,5,2000,Gold,Standard
Tracy Chapman,Give Me One Reason,Single,August,27,1996,Platinum,Standard
Tracy Chapman,Give Me One Reason,Single,June,11,1996,Gold,Standard
Tracy Chapman,Crossroads,Album,November,21,1989,Platinum,Standard
Tracy Chapman,Crossroads,Album,November,21,1989,Gold,Standard
Milli Vanilli,Quick Moves - The Remix Album,Album,July,26,1990,Gold,Standard
Milli Vanilli,Girl You Know It’s True,Album,January,16,1990,6x Platinum,Standard
Milli Vanilli,Girl You Know It’s True,Album,December,5,1989,5x Platinum,Standard
Milli Vanilli,Girl You Know It’s True,Album,November,7,1989,4x Platinum,Standard
Milli Vanilli,Girl You Know It’s True,Album,October,3,1989,3x Platinum,Standard
Milli Vanilli,Girl You Know It’s True,Album,August,22,1989,2x Platinum,Standard
Milli Vanilli,Girl You Know It’s True,Album,June,8,1989,Platinum,Standard
Milli Vanilli,Girl You Know It’s True,Album,May,2,1989,Gold,Standard
Milli Vanilli,Blame It On The Rain,Single,January,3,1990,Platinum,Standard
Milli Vanilli,Blame It On The Rain,Single,November,8,1989,Gold,Standard
Milli Vanilli,In Motion,Video Longform,December,5,1989,Platinum,Standard
Milli Vanilli,In Motion,Video Longform,December,5,1989,Gold,Standard
Milli Vanilli,Girl I’m Gonna Miss You,Single,September,13,1989,Gold,Standard
Milli Vanilli,Baby Don’t Forget My Number,Single,June,22,1989,Gold,Standard
Milli Vanilli,Girl You Know It’s True,Single,April,4,1989,Platinum,Standard
Milli Vanilli,Girl You Know It’s True,Single,February,23,1989,Gold,Standard
Mariah Carey,Hark! The Herald Angels Sing/ Gloria (In Excelsis Deo),Single,December,8,2023,Platinum,Digital
Mariah Carey,Hark! The Herald Angels Sing/ Gloria (In Excelsis Deo),Single,March,27,2022,Gold,Digital
Mariah Carey,Merry Christmas,Album,December,8,2023,9x Platinum,Standard
Mariah Carey,Merry Christmas,Album,December,14,2020,8x Platinum,Standard
Mariah Carey,Merry Christmas,Album,October,1,2019,6x Platinum,Standard
Mariah Carey,Merry Christmas,Album,January,30,2003,5x Platinum,Standard
Mariah Carey,Merry Christmas,Album,November,27,1996,4x Platinum,Standard
Mariah Carey,Merry Christmas,Album,December,27,1994,3x Platinum,Standard
Mariah Carey,Merry Christmas,Album,December,27,1994,Platinum,Standard
Mariah Carey,Merry Christmas,Album,December,27,1994,Gold,Standard
Mariah Carey,O Holy Night,Single,December,8,2023,Platinum,Digital
Mariah Carey,O Holy Night,Single,October,9,2019,Gold,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,December,8,2023,14x Platinum,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,December,14,2022,12x Platinum,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,December,3,2021,Diamond,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,December,14,2020,8x Platinum,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,October,9,2019,6x Platinum,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,October,9,2019,5x Platinum,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,October,9,2019,4x Platinum,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,October,9,2019,3x Platinum,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,October,9,2019,2x Platinum,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,October,9,2019,Platinum,Digital
Mariah Carey,All I Want For Christmas Is You ,Single,December,13,2005,Gold,Digital
Mariah Carey,Anytime You Need a Friend,Single,August,31,2023,Gold,Digital
Mariah Carey,One Sweet Day,Single,August,31,2023,4x Platinum,Digital
Mariah Carey,One Sweet Day,Single,October,9,2019,3x Platinum,Digital
Mariah Carey,One Sweet Day,Single,January,10,1996,2x Platinum,Digital
Mariah Carey,One Sweet Day,Single,January,10,1996,Platinum,Digital
Mariah Carey,One Sweet Day,Single,January,10,1996,Gold,Digital
Mariah Carey,Thank God I Found You,Single,August,31,2023,Platinum,Digital
Mariah Carey,Thank God I Found You,Single,February,23,2000,Gold,Digital
Mariah Carey,Love Takes Time,Single,August,31,2023,Platinum,Digital
Mariah Carey,Love Takes Time,Single,November,6,1990,Gold,Digital
Mariah Carey,Fantasy ,Single,August,31,2023,6x Platinum,Digital
Mariah Carey,Fantasy ,Single,March,27,2022,5x Platinum,Digital
Mariah Carey,Fantasy ,Single,October,9,2019,3x Platinum,Digital
Mariah Carey,Fantasy ,Single,November,7,1995,2x Platinum,Digital
Mariah Carey,Fantasy ,Single,November,7,1995,Platinum,Digital
Mariah Carey,Fantasy ,Single,November,7,1995,Gold,Digital
Mariah Carey,Hero,Single,August,31,2023,3x Platinum,Digital
Mariah Carey,Hero,Single,October,9,2019,2x Platinum,Digital
Mariah Carey,Hero,Single,December,15,1993,Platinum,Digital
Mariah Carey,Hero,Single,January,15,1993,Gold,Digital
Mariah Carey,I Don’t Wanna Cry,Single,November,17,2022,Gold,Digital
Mariah Carey,My All,Single,November,17,2022,2x Platinum,Digital
Mariah Carey,My All,Single,May,22,1998,Platinum,Digital
Mariah Carey,My All,Single,June,22,1998,Gold,Digital
Mariah Carey,#1’s,Album,November,17,2022,6x Platinum,Standard
Mariah Carey,#1’s,Album,January,24,2003,5x Platinum,Standard
Mariah Carey,#1’s,Album,February,23,2000,4x Platinum,Standard
Mariah Carey,#1’s,Album,February,10,1999,3x Platinum,Standard
Mariah Carey,#1’s,Album,December,16,1998,2x Platinum,Standard
Mariah Carey,#1’s,Album,December,16,1998,Platinum,Standard
Mariah Carey,#1’s,Album,December,16,1998,Gold,Standard
Mariah Carey,Can’t Let Go,Single,November,17,2022,Gold,Digital
Mariah Carey,Emancipation of Mimi,Album,September,26,2022,7x Platinum,Standard
Mariah Carey,Emancipation of Mimi,Album,February,26,2006,6x Platinum,Standard
Mariah Carey,Emancipation of Mimi,Album,December,1,2005,5x Platinum,Standard
Mariah Carey,Emancipation of Mimi,Album,October,20,2005,4x Platinum,Standard
Mariah Carey,Emancipation of Mimi,Album,June,29,2005,3x Platinum,Standard
Mariah Carey,Emancipation of Mimi,Album,June,2,2005,2x Platinum,Standard
Mariah Carey,Emancipation of Mimi,Album,June,2,2005,Platinum,Standard
Mariah Carey,Emancipation of Mimi,Album,June,2,2005,Gold,Standard
Mariah Carey,Up Out My Face,Single,September,26,2022,Gold,Digital
Mariah Carey,Touch My Body,Single,September,26,2022,3x Platinum,Digital
Mariah Carey,Touch My Body,Single,July,31,2019,2x Platinum,Digital
Mariah Carey,Touch My Body,Single,December,12,2008,Platinum,Digital
Mariah Carey,Touch My Body,Single,December,12,2008,Gold,Digital
Mariah Carey,Memoirs of an imperfect Angel,Album,September,26,2022,Platinum,Standard
Mariah Carey,Memoirs of an imperfect Angel,Album,September,26,2022,Gold,Standard
Mariah Carey,We Belong Together,Single,September,26,2022,6x Platinum,Digital
Mariah Carey,We Belong Together,Single,July,31,2019,4x Platinum,Digital
Mariah Carey,We Belong Together,Single,December,8,2016,3x Platinum,Digital
Mariah Carey,We Belong Together,Single,January,8,2016,2x Platinum,Digital
Mariah Carey,We Belong Together,Single,August,8,2008,Platinum,Digital
Mariah Carey,We Belong Together,Single,July,21,2005,Gold,Digital
Mariah Carey,Every Time I Close My Eyes,Single,March,30,2022,Platinum,Digital
Mariah Carey,Every Time I Close My Eyes,Single,March,12,1997,Gold,Digital
Mariah Carey,I Know What You Want ,Single,March,27,2022,Platinum,Digital
Mariah Carey,I Know What You Want (Feat. Flipmode Squad),Single,July,30,2020,Gold,Digital
Mariah Carey,Always Be My Baby,Single,March,27,2022,5x Platinum,Digital
Mariah Carey,Always Be My Baby,Single,October,9,2019,3x Platinum,Digital
Mariah Carey,Always Be My Baby,Single,October,9,2019,2x Platinum,Digital
Mariah Carey,Always Be My Baby,Single,May,14,1996,Platinum,Digital
Mariah Carey,Always Be My Baby,Single,May,14,1996,Gold,Digital
Mariah Carey,Christmas (Baby Please Come Home),Single,March,27,2022,Platinum,Digital
Mariah Carey,Christmas (Baby Please Come Home),Single,October,9,2019,Gold,Digital
Mariah Carey,Daydream,Album,March,27,2022,11x Platinum,Standard
Mariah Carey,Daydream,Album,December,18,1998,Diamond,Standard
Mariah Carey,Daydream,Album,March,4,1997,9x Platinum,Standard
Mariah Carey,Daydream,Album,July,1,1996,8x Platinum,Standard
Mariah Carey,Daydream,Album,March,12,1996,7x Platinum,Standard
Mariah Carey,Daydream,Album,January,2,1996,6x Platinum,Standard
Mariah Carey,Daydream,Album,December,8,1995,5x Platinum,Standard
Mariah Carey,Daydream,Album,November,28,1995,4x Platinum,Standard
Mariah Carey,Daydream,Album,November,28,1995,Platinum,Standard
Mariah Carey,Daydream,Album,November,28,1995,Gold,Standard
Mariah Carey,I’ll Be There (feat. Trey Songz),Single,March,27,2022,Gold,Digital
Mariah Carey,Without You ,Single,March,27,2022,Platinum,Standard
Mariah Carey,Without You ,Single,March,22,1994,Gold,Standard
Mariah Carey,Santa Claus Is Comin’ To Town,Single,March,27,2022,Gold,Digital
Mariah Carey,Breakdown (Feat. Krayzie Bone & Wish Bone),Single,March,27,2022,Gold,Digital
Mariah Carey,Honey,Single,March,27,2022,2x Platinum,Standard
Mariah Carey,Honey,Single,September,24,1997,Platinum,Standard
Mariah Carey,Honey,Single,October,24,1997,Gold,Standard
Mariah Carey,When You Believe,Single,March,27,2022,Platinum,Digital
Mariah Carey,When You Believe,Single,March,11,2019,Gold,Digital
Marc Cohn,Marc Cohn,Album,April,2,1996,Platinum,Standard
Marc Cohn,Marc Cohn,Album,February,12,1992,Gold,Standard
Arrested Development,"3 Years, 5 Months And 2 Days In The Life Of…",Album,February,8,1995,4x Platinum,Standard
Arrested Development,"3 Years, 5 Months And 2 Days In The Life Of…",Album,May,4,1993,3x Platinum,Standard
Arrested Development,"3 Years, 5 Months And 2 Days In The Life Of…",Album,January,29,1993,2x Platinum,Standard
Arrested Development,"3 Years, 5 Months And 2 Days In The Life Of…",Album,September,22,1992,Platinum,Standard
Arrested Development,"3 Years, 5 Months And 2 Days In The Life Of…",Album,July,23,1992,Gold,Standard
Arrested Development,Unplugged,Album,May,26,1993,Gold,Standard
Arrested Development,Mr. Wendal,Single,March,1,1993,Gold,Standard
Arrested Development,People Everyday,Single,September,18,1992,Gold,Standard
Arrested Development,Tennessee,Single,June,16,1992,Gold,Standard
Toni Braxton ,Libra,Album,November,4,2005,Gold,Standard
Toni Braxton ,More Than A Woman,Album,December,13,2002,Gold,Standard
Toni Braxton ,Snowflakes,Album,November,28,2001,Gold,Standard
Toni Braxton ,The Heat ,Album,October,13,2000,2x Platinum,Standard
Toni Braxton ,The Heat ,Album,May,24,2000,Platinum,Standard
Toni Braxton ,The Heat ,Album,May,24,2000,Gold,Standard
Toni Braxton ,Secrets,Album,October,3,2000,8x Platinum,Standard
Toni Braxton ,Secrets,Album,December,21,1998,7x Platinum,Standard
Toni Braxton ,Secrets,Album,January,28,1998,6x Platinum,Standard
Toni Braxton ,Secrets,Album,April,16,1997,5x Platinum,Standard
Toni Braxton ,Secrets,Album,January,13,1997,4x Platinum,Standard
Toni Braxton ,Secrets,Album,November,25,1996,3x Platinum,Standard
Toni Braxton ,Secrets,Album,September,4,1996,2x Platinum,Standard
Toni Braxton ,Secrets,Album,August,20,1996,Platinum,Standard
Toni Braxton ,Secrets,Album,August,20,1996,Gold,Standard
Toni Braxton ,He Wasn’t Man Enough,Single,May,15,2000,Gold,Standard
Toni Braxton ,I Don't Want To ,Single,May,28,1997,Gold,Standard
Toni Braxton ,Toni Braxton,Album,February,28,1997,8x Platinum,Standard
Toni Braxton ,Toni Braxton,Album,May,30,1995,7x Platinum,Standard
Toni Braxton ,Toni Braxton,Album,April,5,1995,6x Platinum,Standard
Toni Braxton ,Toni Braxton,Album,November,29,1994,5x Platinum,Standard
Toni Braxton ,Toni Braxton,Album,May,4,1994,4x Platinum,Standard
Toni Braxton ,Toni Braxton,Album,February,23,1994,3x Platinum,Standard
Toni Braxton ,Toni Braxton,Album,December,3,1993,2x Platinum,Standard
Toni Braxton ,Toni Braxton,Album,October,15,1993,Platinum,Standard
Toni Braxton ,Toni Braxton,Album,September,8,1993,Gold,Standard
Toni Braxton ,Un-break My Heart,Single,December,3,1996,Platinum,Standard
Toni Braxton ,Un-break My Heart,Single,December,3,1996,Gold,Standard
Toni Braxton ,You’re Makin’ Me High,Single,July,17,1996,Platinum,Standard
Toni Braxton ,You’re Makin’ Me High,Single,July,17,1996,Gold,Standard
Toni Braxton ,The Hit Video Collection ,Video Longform,July,25,1994,Gold,Standard
Toni Braxton ,You Mean the World to Me,Single,July,13,1994,Gold,Standard
Toni Braxton ,Breathe Again,Single,December,7,1993,Gold,Standard
Toni Braxton ,Another Love Song,Single,October,5,1993,Gold,Standard
Sheryl Crow,My Favorite Mistake,Single,January,11,2022,Gold,Digital
Sheryl Crow,Real Gone,Single,January,11,2022,Gold,Digital
Sheryl Crow,If It Makes You Happy,Single,January,11,2022,Platinum,Digital
Sheryl Crow,If It Makes You Happy,Single,January,11,2022,Gold,Digital
Sheryl Crow,Strong Enough,Single,January,11,2022,Gold,Digital
Sheryl Crow,Wildflower,Album,December,21,2005,Platinum,Standard
Sheryl Crow,Wildflower,Album,December,21,2005,Gold,Standard
Sheryl Crow,Soak Up The Sun,Single,June,6,2005,Gold,Digital
Sheryl Crow,C’mon America,Video Longform,December,15,2004,Gold,Standard
Sheryl Crow,The Very Best of Sheryl Crow,Album,November,1,2004,3x Platinum,Standard
Sheryl Crow,The Very Best of Sheryl Crow,Album,February,12,2004,2x Platinum,Standard
Sheryl Crow,The Very Best of Sheryl Crow,Album,December,11,2003,Platinum,Standard
Sheryl Crow,The Very Best of Sheryl Crow,Album,December,11,2003,Gold,Standard
Sheryl Crow,The First Cut Is The Deepest,Single,October,25,2004,Gold,Digital
Sheryl Crow,C'Mon C’Mon,Album,May,20,2002,Platinum,Standard
Sheryl Crow,C'Mon C’Mon,Album,May,20,2002,Gold,Standard
Sheryl Crow,Rockin’ The Globe Live,Video Longform,October,24,2001,Gold,Standard
Sheryl Crow,The Globe Sessions,Album,November,4,1998,Platinum,Standard
Sheryl Crow,The Globe Sessions,Album,November,4,1998,Gold,Standard
Sheryl Crow,Sheryl Crow,Album,September,5,1997,3x Platinum,Standard
Sheryl Crow,Sheryl Crow,Album,July,8,1997,2x Platinum,Standard
Sheryl Crow,Sheryl Crow,Album,December,3,1996,Platinum,Standard
Sheryl Crow,Sheryl Crow,Album,December,3,1996,Gold,Standard
Sheryl Crow,Tuesday Night Music Club,Album,February,4,1997,7x Platinum,Standard
Sheryl Crow,Tuesday Night Music Club,Album,August,14,1996,6x Platinum,Standard
Sheryl Crow,Tuesday Night Music Club,Album,June,19,1995,5x Platinum,Standard
Sheryl Crow,Tuesday Night Music Club,Album,March,28,1995,4x Platinum,Standard
Sheryl Crow,Tuesday Night Music Club,Album,March,3,1995,3x Platinum,Standard
Sheryl Crow,Tuesday Night Music Club,Album,November,28,1994,2x Platinum,Standard
Sheryl Crow,Tuesday Night Music Club,Album,September,29,1994,Platinum,Standard
Sheryl Crow,Tuesday Night Music Club,Album,September,14,1994,Gold,Standard
Sheryl Crow,All I Wanna Do,Single,November,22,1994,Gold,Standard
Hootie & The Blowfish,Cracked Rear View,Album,May,21,2018,21x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,May,21,2018,2x Diamond,Standard
Hootie & The Blowfish,Cracked Rear View,Album,May,21,2018,19x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,May,21,2018,18x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,May,21,2018,17x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,March,31,1999,16x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,January,24,1997,15x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,June,13,1996,14x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,March,12,1996,13x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,January,24,1996,12x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,November,13,1995,11x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,October,19,1995,Diamond,Standard
Hootie & The Blowfish,Cracked Rear View,Album,August,8,1995,6x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,May,24,1995,4x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,May,9,1995,3x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,March,14,1995,2x Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,January,25,1995,Platinum,Standard
Hootie & The Blowfish,Cracked Rear View,Album,November,10,1994,Gold,Standard
Hootie & The Blowfish,Musical Chairs,Album,October,13,1998,Platinum,Standard
Hootie & The Blowfish,Musical Chairs,Album,October,13,1998,Gold,Standard
Hootie & The Blowfish,Fairweather Johnson,Album,September,21,1998,3x Platinum,Standard
Hootie & The Blowfish,Fairweather Johnson,Album,June,11,1996,2x Platinum,Standard
Hootie & The Blowfish,Fairweather Johnson,Album,June,11,1996,Platinum,Standard
Hootie & The Blowfish,Fairweather Johnson,Album,June,11,1996,Gold,Standard
Hootie & The Blowfish,Summer Camp With Trucks,Video Longform,April,11,1996,Gold,Standard
LeAnn Rimes,I Need You,Album,August,22,2023,Platinum,Standard
LeAnn Rimes,I Need You,Album,May,17,2001,Gold,Standard
LeAnn Rimes,How Do I Live,Single,August,22,2023,4x Platinum,Digital
LeAnn Rimes,How Do I Live,Single,March,9,1998,3x Platinum,Digital
LeAnn Rimes,How Do I Live,Single,November,17,1997,2x Platinum,Digital
LeAnn Rimes,How Do I Live,Single,September,8,1997,Platinum,Digital
LeAnn Rimes,How Do I Live,Single,August,26,1997,Gold,Digital
LeAnn Rimes,Blue,Single,August,22,2023,Platinum,Digital
LeAnn Rimes,Blue,Single,March,16,1998,Gold,Digital
LeAnn Rimes,Can't Fight The Moonlight,Single,August,22,2023,Platinum,Digital
LeAnn Rimes,Can't Fight The Moonlight,Single,September,25,2001,Gold,Digital
LeAnn Rimes,I Need You,Single,January,19,2010,Gold,Digital
LeAnn Rimes,Greatest Hits,Album,March,2,2007,Platinum,Standard
LeAnn Rimes,Greatest Hits,Album,January,6,2004,Gold,Standard
LeAnn Rimes,This Woman,Album,September,14,2005,Gold,Standard
LeAnn Rimes,Twisted Angel,Album,November,19,2002,Gold,Standard
LeAnn Rimes,LeAnn Rimes,Album,January,3,2000,Platinum,Standard
LeAnn Rimes,LeAnn Rimes,Album,December,16,1999,Gold,Standard
LeAnn Rimes,Written In The Stars,Single,April,27,1999,Gold,Standard
LeAnn Rimes,Blue,Album,March,24,1999,6x Platinum,Standard
LeAnn Rimes,Blue,Album,November,17,1997,5x Platinum,Standard
LeAnn Rimes,Blue,Album,January,6,1997,3x Platinum,Standard
LeAnn Rimes,Blue,Album,January,6,1997,Platinum,Standard
LeAnn Rimes,Blue,Album,January,6,1997,Gold,Standard
LeAnn Rimes,Sittin’ On Top Of The World,Album,July,7,1998,Platinum,Standard
LeAnn Rimes,Sittin’ On Top Of The World,Album,July,7,1998,Gold,Standard
LeAnn Rimes,Looking Through Your Eyes/Commitment,Single,May,12,1998,Gold,Standard
LeAnn Rimes,You Light Up My Life - Inspirational Songs ,Album,January,7,1998,4x Platinum,Standard
LeAnn Rimes,You Light Up My Life - Inspirational Songs ,Album,December,2,1997,3x Platinum,Standard
